059300024810	 PALL MALL SMOOTH K	15.90
012300000079	CAMEL BLU KG BX	10.55
999999371980	TORNADO TB	3.98
079944482975	TB BANANA	3.20
611269716467	RED BULL SF 12Z	7.58
052000135138	GATORADE FRUIT PUNCH	3.19
689048010495	FROSTER LARGE 32OZ	2.59
052000135152	GTORAD LEMON LIME 28Z	9.57
042100008715	GRIZZLY LC WINTERGRN	6.44
043300109172	LUCKY RED	6.72
028200005656	MARL SPC SEL RED KG	8.95
999999987006	BEVERAGE SUBSCRIPTION	0.01
070847811190	MONSTER ENERGY DRINK	27.54
999991140102	DP DONUT W HOLE TB	7.34
999991172530	BKSHP DONUT TB	12.90
999995377641	SLICED PEPPERONI PIZ	2.39
028400325059	DOR NACHO	2.49
012000001345	MTDEW DT 20Z	4.90
049000019162	FANTA 20 OZ BTTLE	2.49
613008759599	CRV .60 12PK	0.60
786162001511	SMART WATER SPORT 70	2.49
180854000101	RED BULL ENERGY DRINK	3.59
194283301319	CIR K PURIFIED 24PK	6.49
999999235268	DONUT WITHOUT HOLE	1.98
028200004789	MARL SLVR 100 BX	11.13
999999235275	DONUT WITH HOLE	1.65
049000040869	GL VTWTR XXX AC BLU POM32OZ	2.69
999991047180	REFILL UP TO 44OZ TB	8.70
611269001648	RED BULL SE JUNEBRY 12Z	3.79
012300000932	CAMEL MN KG BX	7.35
012300197410	CAMEL CRSH KG BX	9.76
611269332827	RED BULL RED WTRMLN 12Z	16.20
194283300138	CK/CT SPRING WATER 500ML	15.92
028400323826	LAYS REGULAR	2.49
028200009647	MARL SPC SEL MN BLK 100	9.22
194283301388	CK Purified Water 1	2.59
052000135145	CRV .05 <24OZ NOTAX	0.05
012300000949	CAMEL MN SLVR KG BX	10.75
049000053418	COCA COLA CAN	1.79
073309200075	7# 2/5	5.00
025900205355	SS CIGRLO DIAMONDS 2PK	3.98
012000213687	CRV .05- less 24oz	0.05
611269001303	RED BULL AMBER ED 12Z	7.78
999995306498	DONUT TB	8.25
052000135190	GTORAD GLCR FREEZ 28Z	3.19
999999937605	CIR K FROSTER PLASTIC CU	3.16
611269546019	CRV - 3PK-.30	0.30
028400329491	CRV .05- LESS 24OZ	0.05
049000079357	POWERADE BLAST 28Z	2.99
080660957210	24Z MODELO ESPEC	3.79
611269101713	RED BULL SF 8.4Z	2.85
613008759711	CK AZT WATERMELON 22Z	1.59
028400324427	2.5Z RUFFLES  CH	2.49
062067335242	BUDWEISER (12X355ML-C)	19.99
613008759629	CRV 0.05 No Tax	0.05
018200250002	BUD 25Z CN	2.99
028200004017	MARL MN GLD KG BX	11.33
069000009918	PEPSI 591ML	3.35
763679000237	ARTIC GLACIER PREMIUM IC	11.07
034000004805	REESES PB CUP KING SZ	3.19
028400331524	CS HOT FRIE	4.98
028200009630	MARL 72 RED BX	10.60
207005	POLAR POP 30OZ	7.14
028200317728	MARLBORO NXT	8.43
070847812609	MNST JAVA MEAN BEAN 15Z	6.58
078000083408	DR PEP DT 20Z	14.94
999999947765	FTN REFILL UP TO 42OZ	5.45
028400325042	FROSTER MEDIUM	1.69
018200007958	BUD LT 16Z ALBT	3.58
804906005028	LTX $5 GAMES	55.00
889392001204	CELSIUS SPKCSMCVIBE 12Z	3.19
012000004520	FRAP MOCHA 13 7OZ	4.49
028200009548	MARL SPC SEL MN BLK KG B	18.42
815154020008	16Z NOS CN	3.49
067000004629	 COKE              	9.57
611269113570	RED BULL ED YELLOW 12Z	18.95
194283301180	MBROOK 1L	3.98
180854000774	 RED BULL ENERGY DR	10.78
999991218979	REG REFILL HOT CUP	2.78
018200250101	MICH ULT 25Z CN	7.18
613008762810	CK AZT GR TEA GNSNG	2.79
012000171741	PEPSI DT REF 20Z	5.10
012000813313	FRAPP VAN	4.19
028400331555	FL FUNYUN ORG RG 2.125Z	2.99
074608352052	ICE SBT ARCTC GLAC 5LB	2.89
070847000037	MON ABSOLUTELY 0 16OZ	3.39
018200255090	BUD CHELADA 25 OZ SI	3.79
040000002635	SNICKERS KS 2PC 3Z	3.19
853004004037	Core Hydration 30.4Z	3.14
804906003024	 LTX $3 INSTANT CRO	15.00
048500017753	TROP PREM OJ NO PULP	2.49
028400329125	Bud Lt 25Z Cn 3Pk/3P	6.79
087692832317	TWSTD TEA HRD ICE TEA 24	3.89
070847891857	MNSTR ULT STRW DRM 16Z	3.29
049000018011	COKE CHERRY 20Z	2.49
049000026566	DASANI WTR BT 1L	7.17
052000135084	GATORADE LME CUCMBR	3.09
613008759681	CK AZT ARLD PLMR TEA 22Z	1.79
043300109080	LUCKY STRIKE GLD 100 BX	4.99
999995376613	FFF MUFFIN TB	1.30
798028415349	SCRATCH OFF	5.00
999991116374	ICE BAG YOUR OWN	9.87
028200003614	MARL MN KG BX	7.59
012000001574	AQUAFINA BT 1L	14.34
613008759773	CK ARIZONA FRUIT	1.49
071007862687	FRENCH TOAST & SAUSAGE T	5.97
611269182460	RED BULL ED BLUE 12Z	3.69
070847029427	(MONSTER).	3.59
51	BAG CHARGE (WC)	1.40
041282054657	NT SEASONED HASH BROWN P	4.95
073100008764	COPENHAGEN LC WINTERGREE	9.84
611269321210	RED BULL SUMMER ED C	3.79
3320	SLOCHE 550 ML	7.47
012000001598	AQUAFINA WTR BT 20Z	2.19
024300865404	Ld Honey Bun 4Z/EACH	2.39
049000050103	CRV .05- LESS 24OZ	0.05
047995855093	AM SPRT YLW KG BX	11.21
012000002243	MOUNTAIN DEW CODE RED 20FL OZ	2.59
090500000716	KOOL MN KG BX	8.09
068274000072	NESTLE P.L EAU DE SOURCE	2.69
999999937612	CIR K FROSTER XL 42Z FOA	7.16
042100005431	GRIZZLY WNTRGRN POUC	8.05
052000102413	GATORADE 32 cherry	2.69
072714005893	MCCAIN HASH BROWN OVALS	3.27
043300108991	LUCKY STRIKE GLD BX	4.49
031700055458	GAME CIGRLO DIAMOND 2PK	1.55
062151005013	TSB MOYEN CAFE REGULIER	2.39
049000009774	FROSTER SMALL	1.79
999999414977	BANANA TB	2.25
038200000940	TB POLAR POP 20OZ FO	0.89
034000004409	Reeses Pb Cup 1.5Z/E	2.29
070330665293	CK BIC MINI LTR ASST	1.59
070137111375	Prepay Fuel	15.00
194283301340	CK PUR WTR SPTCP 24Z	1.40
061900107053	NEXT ORIGINAL KS/25S	31.40
062151005006	 SGC SMALL COFFEE R	1.49
016000515284	Gushers Flvr Mxr 4.2	3.09
657227000339	CRV .05 <24OZ	0.05
611269133448	RED BULL ENERGY 20Z	5.29
858176002317	BODY A STRWBRY BAN 28Z	3.29
047995855086	AM SPRT BLU KG BX	8.55
070330667136	CK BIC MAXI LIGHTER/	2.39
804906003055	LTX $3 GAMES	3.00
194283301050	HLDY SPR WTR SPTCAP 1L	1.79
035751114270	BON AP CKE CHS SL 3.75Z	2.99
026100005783	NEWPORT MN KG	15.54
889392003628	CELS WATERMELON 12Z	8.37
052000135169	GTORAD FIERCE GRP 28Z	3.09
012000005596	PEPSI WILD CHERRY 20	2.79
070847015208	MONSTER ULT ZERO	13.47
071990300654	COORS LT 24 OZ	2.89
028400329453	CT CRUNCHY	2.49
071007868597	SAUSAGE EGG & CHEESE TAQ	2.29
889392000313	CELSIUS ORANGE	2.79
071007860447	CHEESY PEPPER JACK TAQUI	8.76
025900227432	SS CIGRLO BLK SMTH 2PK	1.29
066343200774	OD CORN CHIPS BBQ	6.87
028400705691	FCB large 32oz	1.89
611269283105	RED BULL PEACH ED 12Z	12.15
087692752318	TWISTED TEA HH	3.69
088004144708	FBALL 70P 50ML	4.95
070847020905	MONSTER SNRSE ORNG 16Z	13.56
012000016721	STRBKS FRAP CARML 13.7Z	3.99
611269001624	JUNEBERRY	2.99
012000286193	LPTN PRLF SWT TEA 18.5Z	5.38
889392010145	celsius kiwi guava	2.99
071007864162	PEPPERONI PIZZA TAQUITO	5.58
018200530470	BUD LIGHT 12PK	14.99
611269001280	8.4Z RB SUMMER S	2.99
061900101136	 BELMONT KS/25S    	19.70
070847812715	MNST JAVA LOCO MCHA 15Z	3.39
681467003188	SENECA FF 100	7.49
611269331240	RED BULL RD WTRMLN 8.4Z	2.79
798028515353	LTX $10 $250000 YEAR FOR	130.00
070847811244	MONSTER MEGA 24OZ CN	4.79
028400324434	Blue Bell Gold Rim P	4.99
999999949288	TB BAG FEE	0.49
070330665385	CK BIC DSGNR LIGHTER	7.17
043300187170	LUCKY 100 MENTHOL	6.72
070847811268	MONSTER LO CARB 16Z	3.49
090500000730	KOOL MN 100 BX	15.92
028200009654	MARL 72 GLD BX	10.58
018200219863	BUD LT 25OZ CN 3PK	6.79
049000079388	Powerade Fruit Punch	2.89
999999948144	TB ICE CUP 14Z SMALL	2.94
999999954534	REFILL UP TO 30OZ TB	5.45
194283301166	MBROK WTR 16.9Z	1.49
028000772123	NSTL NSQK CHOC FF 14Z	2.59
040000004325	M&M PNUT KS 3.27Z	3.19
999999910448	FOAM ICE CUP TB	1.58
819913012594	JUUL MENTHOL	18.99
072714930669	NT PLAIN HASH BROWN PATT	2.69
611269001013	RD BULL SMR DRGNFRT 12Z	16.20
040000004059	TWIX CARAMEL KS 3.02	3.19
889392021394	CRV .05- less 24oz	0.05
018200250064	BUD ICE 25OZ CN	2.75
194283990285	SAUSAGE EGG & CHEESE CRO	3.49
999999982353	TB SPECIALTY	5.97
849205023458	Prepay Fuel	30.00
073100001079	COPENHAGEN FC SNUFF	6.79
070330665156	CK BIC AMER LGHTR	0.99
080660957159	10lb ICE BAG	3.71
889392010190	CELS SPRKPCHVIBE 12Z	5.38
3321	SLOCHE 700 ML	20.93
798028215338	$50,000	2.00
028200002648	MARLBORO BLEND 27 SH	9.13
031700049723	GAME CIGRLO MILD SIL	1.59
041282928576	HP SSG EGG CHS MUFFIN	11.56
078000152401	CD GNGALE 20Z	6.87
073100001215	COPENHAGEN LC NATURAL	16.98
034100003555	MILLER LITE BEER 24O	2.99
055577421024	GATORADE COOL BLUE RUS+	10.77
999991227049	CK ICE CUP	7.35
049000079401	POWERADE GRAPE 28Z	2.49
028200003645	MARL MN 100 BX	8.01
012000028625	MTDEW MAJOR MELON 20	2.64
031700049709	GAME CIGRLO MILD BLU	1.69
040000424314	Prepay Fuel	10.00
505490393300	CK DC COMIC HEROBADGE	10.50
999999924896	FTN REFILL UP TO 44OZ	1.38
078000037678	DR PEP STWBRY N CRM 2OZ	2.79
613008759650	CK ARIZONA SWEET TEA	1.49
070137105251	BLK & MLD WT ORG 1PK	5.67
049000037197	SWT AND SPCY BRISKET	7.99
049000028904	COKE 12PK 12OZ CN	9.49
052000043280	GTORAD ZO GLCRFRZ 28Z	2.99
028400325073	FROSTER SMALL	1.79
028200004710	MARL MN GLD 100 BX	8.15
028200009623	MARL 72 GRN BX	26.88
034000002467	24OZ COFFEE	2.49
853004004952	23.9Z CORE WAT	3.29
035751111095	BA CHS BRY DANISH	3.29
070847029014	MONSTER MANGO LOCO 1	3.29
012300000031	CAMEL KG BX	11.01
034000002030	REESE STICKS KS 3Z	8.37
887725000009	ELECTROLIT GRAPE 21Z	3.89
7539	POLAR POP 42OZ	4.77
012000202384	LIPTON BRISK SWL 1L	1.59
999999982254	TB FRESH FRUIT	5.95
180854000507	 RED BULL ENERGY DR	4.49
609249903020	ZYN WINTERGREEN 6MG	4.99
034000002405	HRSHY MILK REG 1.55Z	13.74
999999979933	FTN REFILL UP TO 20OZ	1.38
028400325172	DORITOS DM CHILE	2.49
052000104103	CRV .30- 6 pack	0.30
028400331609	2.125Z FUNYUNS	2.49
028400324205	FL LAY BBQ 2.625Z	0.50
194283800096	CK/CT CHC 1% JUG 1L	19.95
798028115324	LTX $1 $25000 YEAR FOR L	2.00
681467003270	SENECA MN 100	4.39
879982003138	TRAF RED 100 BX PK	20.36
709215201850	305S FF KG BX	17.36
012000504044	AQUAFINA CASE WATER	7.99
887725000450	Electrolit Frt Punch	3.89
026100006575	NEWPORT N-MN 100 BX	8.19
012000002977	Bud Lt 12Z Cn 18pk/1	18.99
028200003232	MARL SMTH KG BX	9.81
080660957968	CRV .10-more 24oz	0.10
889392000757	CELSIUS LEMON LIME 1	2.79
083900005757	GLD PK SWT T 18.5Z/E	2.69
012000028496	SPITZ DILL	2.59
632565000029	FIJI WATER 1L	4.19
842595121759	C4 STRBST STRW 16Z/E	2.99
709215202109	305S FF 100 BX	17.36
026200117003	SL J GIANT STK .97Z	2.19
999991172547	BKSHP SPECIALTY ROLL TB	19.08
999995377689	SLICED CHEESE PIZZA	5.78
033544950609	MIKES HARDER MANGO LMND 23.5O	3.89
025000061516	CRV .05 <24OZ NOTAX	0.05
609249902023	ZYN SPEARMINT	7.59
194283301036	HLDY SPR WTR SPORT 20Z	1.59
999995306931	PIZZA SLICE TB	2.49
070330667303	CK/CT MINI LIGHTER TRAY	7.56
052000135282	GTORAD FIERC STRW 28Z	3.47
052000241235	GTORAD COOL BLUE 24Z	2.69
889392021431	CELS MANG PSNFRT 12Z	2.99
786162010001	20Z VITAMIN WA	2.79
611269163452	RED BULL YELL ED 8.4Z	2.79
858176002300	BODY A ORANGE MANGO 28Z	7.30
052000047912	Gatoradelyte strawbe	2.50
080660956152	CRV .60- 12 pack	0.60
078000052404	AW RTBEER 20Z	2.64
194283990278	HOT BAC EGG & CHS CROISS	1.29
070137114215	BLK & MLD PT SWEET PP $.	2.67
071990000486	COORS LT 12PK CANS	16.99
028400329507	FL CHTOS FLHTLIM 3.25Z	2.49
798028215307	LTX $2 LOTERIA FL	16.00
028400325080	FL DRTIO SP NACHO 2.75Z	2.99
041282924097	HLDY CHEESEBURGER	5.00
052000047905	GTORADLYTE ORANGE 20Z	6.98
052000324815	GATORADE BLUE RAZ 20	2.39
031700049693	GAME CIGRLO MILD GREEN 2	6.20
034000002412	HRSHY ALMOND REG 1.45Z	2.19
028400516464	FL DRITO NCH CHS 9.25Z	11.98
180854000309	RED BULL SGFREE 250ML	3.29
090500000518	MAVERICK MN 100 BX	15.46
786162150004	GLACEAU VIT XXX WTR 20Z	2.89
011000000020	MONTEGO RED 100 BX/P	6.49
018200069918	MICH ULT 12Z CN 12PK	15.99
818094005777	RKSTR ENERGY 16Z	3.03
052000042313	GTORAD ZO LEM LIM 28Z	3.19
062151005020	SGC LARGE COFFEE REGULAR	2.69
194283990261	SAUSAGE EGG & CHEESE BIS	3.89
059300024803	PALL MALL SMOOTH KS/20S	13.95
070847031918	MONSTER PACIFIC PUNC	3.29
842595106596	C4 FROZEN BOMB 16Z	2.79
034000000357	MCR HRSHY FAST BREAK	2.99
070847022909	MNST PIPELINE PUNCH 16Z	13.56
028400331791	FL SMARTFOOD WHITE C	2.89
070847027324	MNST ULTRA VIOLET 16Z	3.39
028200003867	MARLBORO 72 SILV	7.16
052000047042	GTORAD ZO CL BLUE 28	3.19
889392010015	CELSIUS PCH MANGO GRN TEA	2.99
028000515751	LISTERINE 250ML COOL MINT	5.99
635985258759	MIKES HARD LEMONADE	3.19
018200004735	BUD 16Z AL BT	1.98
849205030029	VUSE ALTO E-CIG KIT	15.99
024300865411	LD ICED HNY BUN 3.75Z	1.89
012000130274	20Z MT DEW BAJ	2.49
689048021477	FROSTER XLARGE	3.09
817522024328	LTX $5 SPECIAL EDTN SUPE	10.00
018200250026	MILLER HIGH LIFE 24Z	2.99
041282928682	HLDY BCN SAUS CHDR JACK	4.19
028400327282	FRITOS HONEY BBQ	2.49
611269235685	RED BULL BLUE 8.4Z	2.79
012300200608	CAMEL 99S BLU 100 BX	8.08
815154021906	REIGN DREAMSICLE 16Z	3.39
194283990834	CK SPICY CHICKEN SANDWIC	7.98
028400323857	2.625Z LAY'S  SA	2.49
635985801986	WT CLW BLK CHRY 19.2ZCN	12.87
052000042320	28Z GAT ZERO	3.39
070847003229	CRV .05- less 24oz	0.05
012000027215	MTDEW 16Z CN	3.58
069000019832	PEPSI DIET	6.38
012300200592	CAMEL 99S 100 BX	8.60
999995306672	COFF CUP ICE XLG TB	2.00
999991201346	Prepay Fuel	20.00
609249900036	ZYN COOL MINT 6MG	12.18
052000043143	GTORAD ZERO BERRY 28Z	3.42
815154020183	FULL THROTTLE CITRUS	2.89
028400329484	Cheetos Crunchy	2.49
804906005035	OLGC $5 WLD STR CRSSWD	45.00
071421868760	COLD SAUS EGG&CHS CROISS	11.07
034000002290	Kit Kat King Size 3Z	3.19
028200310422	L&M MN 100 BX	6.42
041282928583	HP SSG EGG CHEESE CROSSN	2.97
012000002304	PEPSI 2L	2.49
070847002901	 MONSTER ABSO ZERO 	13.77
028400324212	2.625Z LAY'S  SO	2.49
028400327299	BON AP STRWBRY CHSCA	2.99
071990301033	COORS LT 16OZ ALUM BT	4.17
078000035308	DR PEP ZERO SUGAR 20Z	2.55
810028295988	CRV .05 <24OZ	0.05
613008759742	CK AZT RX ENERGY TEA 22Z	1.49
798028415387	LTX $5 THE GAME OF LIFE	20.00
073309200228	ICE 22LB BAG SBT	10.98
194283301203	MDOWBRK WTR SPTCAP 24Z	3.22
689048093245	FROSTER XLARGE 42OZ	34.70
611269281361	RED BULL COCONUT ED 8.4Z	2.79
061900000132	BELMONT KS/20S	15.90
818094005746	RKSTR PUNCHED 16Z	2.99
070847033080	MNST ULTRA PARADISE 16Z	3.35
099900001477	BTRFNG SHRPK KS 3.7Z	7.00
067000004278	COKE	4.39
049000028201	20Z FANTA PINA	2.69
031700049761	GAME CIGRLO MILD RED 2PK	1.59
194283990346	SAUSAGE EGG & CHEESE MUF	1.00
026100005776	NEWPORT MN 100	7.42
879982003169	TRAF MN GRN 100 BX PK	5.09
068274000133	 PURE LIFE SPRING W	6.58
060100035210	 MACDONALD OGIRINAL	16.50
070330600065	BIC CHLD GRD LIGHTER	2.49
818094001601	 ROCKSTAR PUNCHED  	4.19
999999942739	TB MEGA MILLIONS $2 WC	10.00
078000033519	20Z DP CREAM	2.29
071817000378	Big Red 20Z/EACH	2.68
090500000594	WINST GLD KG BX	10.91
804906005059	LTX THE BIG SPIN	55.00
194283301289	Coke Classic 20Z Bt/	2.59
804906010084	LTX $10 CROSSWORD DELUXE	110.00
012000028458	DBLSHOT MOCHA 15 OZ	4.19
41	NEVADA TICKET/1.00	28.00
786162411167	GLC SMTWT ALK N ANT 1LT	7.18
069000010129	PEPSI KING CAN	2.39
709215402127	305S MN 100 BX	4.60
043300187149	LUCKY STRIKE MN BX	15.38
040000000327	M&M PNUT REG 1.74Z	4.78
074780000703	PERRIER PET .5L	1.78
055577421000	GATORADE PUNCH AUX FRUITS710ML	8.58
052000042344	GTORAD ZOGLCR CHY 28Z	9.57
9226	ARTIC GLACIER PREMIUM IC	22.14
070847000303	MONSTER 12 FLOZ	3.09
798028415141	LTX $5 XTREME CROSSWORD	15.00
071421021028	CHARGRILLED CHEESEBURGER	3.49
049000007893	COKE CLASSIC BT 24Z	2.00
012000018800	PEPSI ZERO SUGAR 20Z	2.65
073100000362	COPENHAGEN LC MINT	10.76
070330667280	CK/CT MAXI CLASSIC LGHTR	4.78
819913011429	JUUL POD VIRG TOB 5% 4PK	38.18
810028293298	GHST ERGY SR REDBRY 16Z	5.98
012000161230	LPTN BRSK STRBRYMLN 1L	5.37
049000053432	SPRT 16Z CN	2.29
689048021101	BREUV.FROID FONTAINE 30OZ	1.19
034000430956	REESE PB BIG CP KS 2.8Z	3.19
613008760236	CK AZT RSPRBRRY TEA 22Z	1.39
194283990841	CK HOMESTYLE CHICKEN SAN	1.00
858176002157	BA SPORT WATER 1LTR	3.39
071610499492	DUTCH CIGRLO PALMA 3PK	2.89
025900207489	SS CIGRLO GRAPE 2PK	3.98
012000161155	LIFEWATER ENHANCED 1L	2.86
611269000979	RD BULL SMRDRGNFRT 8.4Z	8.97
094922585776	CK RELOADABLE FUEL GC	80.00
025000061530	Mm Orange Juice 12Z/	2.59
671785501008	ESKA EAU DE SOURCE 500ML	9.95
090500000570	WINST RED KG BX	11.15
059300002870	 DUMAURIER SIGNATUR	20.70
052000328660	GATORADE FRUIT PUNCH	1.99
858176002324	BODY A FRUIT PUNCH 28Z	3.39
070137105299	BLK & MLD WT WINE 1PK	4.56
049000047547	COKE CHY ZERO 20Z	2.89
012000030284	16Z PEPSI CN	1.99
047677482487	SNICKERS I/C BAR 2.8Z	2.59
817522025103	LTX $5 SUPER CRSWRD	5.00
681467003515	SENECA FULL FLAVOR	4.99
842595121766	C4 SKITLES 16Z	8.97
815154023269	REIGN WHT GUMMYBEAR 16Z	9.57
070847017707	24oz Monster zero ul	4.59
028200003683	MARL RED LBL KG BX	10.60
059300000852	 JOHN PLAYER SMOOTH	17.20
798028415271	LOTTO	2.00
070137809524	BLK & MLD PT PP $.89	8.90
080660957579	MODELO ESP 12PK	19.49
798028514547	LTX $10 $500 MADNESS 0 F	20.00
207002	POLAR POP 20OZ	1.98
070137105237	BLK & MLD PT WINE 1PK	3.78
757528048075	OPEN TAXABLE	2.99
070137000181	5PK BLACK AND	6.99
041116005954	BABY BOT POP ASST 1.1Z	2.89
689048021316	 POLAR POP  20OZ   	1.58
709215401885	305 Men Sh...1	4.79
056600793217	REESE PEANUT BUTTER CUPS	7.17
060100035180	MACDONALD ORIGINAL KS/25	17.75
798028615015	LTX $20 GOLD RUSH LI	20.00
889392021417	CELSIUS ARTC VIB 12Z	6.38
061900107008	NEXT ORIGINAL KS/20S	12.70
078000005868	DR PEP 16Z CN	2.20
035751111132	BON APP CROISS CHEEE	2.79
069000002612	PEPSI COLA	12.57
609249901033	ZYN PEPPERMINT 6MG	4.99
079200049065	NERDS CLUSTERS	3.29
018200006654	MICHELOB ULTRA 16OZ ALUM	1.89
887725000252	Gatorade Frt Pnch 28	3.19
052000241211	GATORADE FT PNCH 24	2.69
804906004014	 OLGC $4 CASH FOR L	48.00
041116005275	PUSH P JUMBO 1.06Z	3.09
887725000054	ELECTRLT ORNG MANDR	3.89
798028450524	LTX $5 SEVEN FIGURES FL	25.00
070330667563	CK BIC ELE CMO LIGHTER	1.69
070137111214	BLK & MLD PT JAZZ 1PK	1.45
088004040888	FIREBALL MALT LIQUOR 50M	3.96
194283990384	CHARGRILLED CHEESEBURGER	2.69
012000191435	Mtn DewZero Sugar 20	2.49
027200008674	PALL MALL RED BX 100	6.69
028200008879	MARLB BLK GLD KG	9.47
611269333572	RED BULL PEACH ED 8.4Z	2.69
012000002335	MTDEW 2L	3.59
681467003218	SENECA BLU 100	7.49
041282928224	HLDY HAM & SWISS SNDWCH	2.89
999999950130	CIR K ICED COFFEE 16OZ T	1.99
080660956053	Corona Extra Beer 12	11.99
078000082463	2 ltr Dr Pepper	2.70
074608350164	ICE SBT ARCTCGLAC 16LB	4.00
060100035364	 MACDONALD ORIGINAL	13.25
061200000542	CARAMILK CHOC.	4.78
052000707786	MTN DEW 20Z	2.79
080660956411	CORONA EXTRA 24OZ BT	4.29
798028315311	LTX $3 MONOPOLY SECRETY	30.00
635985245834	MIKES HARDER LEMONADE 23	7.16
034100576363	12PK LITE   CN	13.99
6485	SMALL BAG PAPER ROPE HAN	7.50
849205016252	ALTO MENTHOL	14.49
034000002214	HRSHY ALMOND KS 2.6Z	3.49
888109050047	HOSTESS PWD SGR DNT3	2.49
079426211505	RICO NACHO CHEESE SAUCE	1.29
060410017975	 DORITOS NACHO CHEE	2.19
999991218986	LRG REFILL HOT CUP	275.94
052000328684	GATORADE LL	2.49
805050	HOT DOG JUMBO	93.24
028400324236	Kit Kat King Size 3Z	2.89
804906003017	LTX $3 INSTANT BINGO	24.00
798028915290	500X THE CASH $50	50.00
810116120376	PRIME HYDRATION STRAWBER	10.47
012000001802	CRV .10-more 24oz	0.10
059300053421	JOHN PLAYER RICH KS/25	17.20
786162200433	GLACEAU SMART WATER 20Z	12.25
059800000031	KIT KAT CHOC.	4.78
078250003287	STEEL RESERVE LAGER 24OZ	2.49
798028270276	LTX $2 FAST $200S FL	16.00
889392000597	CELSIUS FANTASY VIBE 12O	3.29
999995377658	SLICED DELUXE MEAT PIZZA	8.37
034000002207	HRSHY MILK KS 2.6Z	3.19
036669464419	HP CRSPY CHKN STIX	1.00
025000058011	MINUTE MD LEMONADE	2.49
018200219856	BUD 25Z CN 3PK	4.99
028200003034	MARLBORO SMOOTH	8.84
067000004636	COKE ZERO	6.38
070330667570	CIRCLE K LIGHTER	2.99
041282107469	NT HP HOT SNACK PORK EGG	3.99
194283990858	CK CRISPY CHICKEN BITES	3.49
012000286209	Prepay Fuel	30.00
024300837869	Ld Cosmic Brownie 4Z	2.19
071610496484	DUTCH CIGRLO BERRY FUSIO	1.46
028400259552	FL GRANDMA BIG COOKIE PN	2.98
194283990322	HOT BRUNCH BURGER	8.38
786162080004	Bon Ap Cake Chs Slcd	2.99
018200255083	BUD LT CHDLA 25Z CN	3.29
034100003760	16Z MLLR LT EACH	1.69
028400329132	FL CHTOS  FLHTLIM 3.	2.49
049000050158	SPRT 2L	4.09
802284004589	EDGEF RED 100 BX	6.59
028200001672	MARLB BLK GLD 100	5.54
798028450548	THE GAME OF LIFE	5.00
184	FROSTER SWIRL 600ML	22.14
049000005226	COKE CLASSIC 1L	6.78
074329123382	OH SNAP DILLY BITES 3.25	17.49
798028550538	LTX $10 PAYDAY BONUS FL	170.00
028400589895	Red Bull Red WtrMLn	2.99
899476002355	HOLIDAY SPR WTR 1LT	16.11
018200005381	BUD LIGHT 4PK 16OZ	6.79
070847024026	MNST JAVA SLTD CRML 15Z	7.58
721931000166	BOSCO CHEESE BREADSTICKS	11.16
060410016930	LAYS CLASSIC	6.57
815154020077	Nos Cmplx 6	4.29
